lat&lon,name_of_business,distance_on_4sq,address
48.85129643366528_2.325061820447445,Restaurant Plume,512,24 rue Pierre Leroux
48.85129643366528_2.325061820447445,Noir,411,9 rue de Luynes
48.85129643366528_2.325061820447445,Coutume Café,494,"47 rue de Babylone, 7e"
48.85129643366528_2.325061820447445,Ralph's Restaurant,523,173 boulevard Saint Germain
48.85129643366528_2.325061820447445,Café Varenne,325,"36 rue de Varenne, 75007"
48.85129643366528_2.325061820447445,L'Avant Comptoir du Marché,759,"15 rue Lobineau, 6e"
48.85129643366528_2.325061820447445,Maison de l'Amérique Latine,686,217 boulevard Saint-Germain
48.85129643366528_2.325061820447445,L'Atelier de Joël Robuchon,621,"5 rue de Montalembert, 5e"
48.85129643366528_2.325061820447445,Saint Pearl,568,38 rue des Saints-Pères
48.85129643366528_2.325061820447445,Le Saint Germain,499,62 rue du Bac
48.85129643366528_2.325061820447445,Musée du Luxembourg,715,19 rue de Vaugirard
48.85129643366528_2.325061820447445,Les Deux Magots,663,6 place Saint-Germain des Prés
48.85129643366528_2.325061820447445,Rodin Museum (Musée Rodin),811,79 rue de Varenne
48.85129643366528_2.325061820447445,Café de Flore,630,"172 boulevard Saint-Germain, 172"
48.85129643366528_2.325061820447445,Amorino,893,4 rue Vavin
48.85129643366528_2.325061820447445,Orsay Museum (Musée d'Orsay),971,1 rue de la Légion d'Honneur
48.85129643366528_2.325061820447445,Galette Café,740,2 rue de l'Université
48.85129643366528_2.325061820447445,Ladurée,815,"34 rue Bonaparte, 6e"
48.85129643366528_2.325061820447445,Relais de l'Entrecôte Saint Germain,682,20 Bis rue Saint Benoît
48.85129643366528_2.325061820447445,Des Gâteaux et du Pain,293,89 rue du Bac
48.85129643366528_2.325061820447445,Les Antiquaires,865,13 rue du Bac
48.85129643366528_2.325061820447445,Da Rocco,904,119 rue de Grenelle
48.85129643366528_2.325061820447445,Thevenin,526,5 rue Notre Dame des Champs
48.85129643366528_2.325061820447445,Cojean Raspail,152,42 boulevard Raspail
48.85129643366528_2.325061820447445,Maison Sauvage,983,5 rue de Buci
48.85129643366528_2.325061820447445,Maison de Serge Gainsbourg,819,"5 bis, rue de Verneuil"
48.85129643366528_2.325061820447445,Bar 10,997,10 rue de l'Odéon
48.85129643366528_2.325061820447445,Au Sauvignon,268,80 rue des Saints-Pères rue de Sèvres
48.85129643366528_2.325061820447445,Bonaparte,704,42 rue Bonaparte 75006
48.85129643366528_2.325061820447445,Le Comptoir des Saints Pères,735,29 rue des Saints-Pères
48.85129643366528_2.325061820447445,Café Louise,609,155 boulevard Saint-Germain
48.85129643366528_2.325061820447445,Eric Kayser,807,18 rue du Bac
48.85129643366528_2.325061820447445,Le Ciel de Paris,1036,33 avenue du Maine
48.85129643366528_2.325061820447445,Léon de Bruxelles,915,82 bis boulevard du Montparnasse
48.85129643366528_2.325061820447445,L'Atlas,969,11 rue de Buci
48.85129643366528_2.325061820447445,Marché Saint-Germain,788,"4-6 rue Lobineau, 6e"
48.85129643366528_2.325061820447445,Restaurant le Voltaire,960,27 quai Voltaire
48.85129643366528_2.325061820447445,Restaurant Vagenende,938,142 boulevard Saint Germain
48.85129643366528_2.325061820447445,The Moose,926,"16 rue des Quatre Vents, 6e"
48.85129643366528_2.325061820447445,Le Vauban,995,11-15 place Vauban
48.85129643366528_2.325061820447445,Au Coin de la Rue,892,37 rue de Bourgogne
48.85129643366528_2.325061820447445,Les Oiseaux,43,43 rue de Sèvres
48.85129643366528_2.325061820447445,Bouillon Chartier Montparnasse,787,59 boulevard du Montparnasse
48.85129643366528_2.325061820447445,Brasserie le Raspail,221,58 boulevard Raspail
48.85129643366528_2.325061820447445,Le Florès,421,80 rue de Grenelle
48.85129643366528_2.325061820447445,Statue de la Liberté,807,Jardin du Luxembourg
48.85129643366528_2.325061820447445,Café Mabillon,798,164 boulevard Saint-Germain rue du Four
48.851518815017_2.3436703160405,Le Bistro du Périgord,207,69-73 rue Saint-Jacques
48.851518815017_2.3436703160405,Amorino,226,16 rue de la Huchette
48.851518815017_2.3436703160405,Shiso Burger,238,21 quai Saint Michel
48.851518815017_2.3436703160405,Chez le Libanais,244,35 rue Saint-André des Arts
48.851518815017_2.3436703160405,La Robe & la Mousse,338,3 rue Monsieur le Prince
48.851518815017_2.3436703160405,La Maison d'Isabelle,387,47 ter boulevard Saint-Germain
48.851518815017_2.3436703160405,Fontaine Saint-Michel,190,7B place Saint-Michel
48.851518815017_2.3436703160405,Bouillon Racine,184,"3 rue Racine, 6e"
48.851518815017_2.3436703160405,La Parisienne,478,52 boulevard Saint-Germain
48.851518815017_2.3436703160405,Jozi Café,472,3 rue Valette
48.851518815017_2.3436703160405,Le Champo,164,"51 rue des Ecoles, 5th"
48.851518815017_2.3436703160405,L'Avant Comptoir du Marché,603,"15 rue Lobineau, 6e"
48.851518815017_2.3436703160405,Malongo Café,307,50 rue Saint Andr\u00e9 des Arts
48.851518815017_2.3436703160405,Le Choupinet,476,58 boulevard Saint-Michel
48.851518815017_2.3436703160405,Monnaie de Paris,680,"11 quai de Conti, 6e"
48.851518815017_2.3436703160405,Kodawari Ramen,536,29 rue Mazarine
48.851518815017_2.3436703160405,Restaurant Guy Savoy,713,"11 quai de Conti, 6e"
48.851518815017_2.3436703160405,Musée du Luxembourg,775,19 rue de Vaugirard
48.851518815017_2.3436703160405,Le Procope,392,"13 rue de l'Ancienne Comédie, 6e"
48.851518815017_2.3436703160405,Ladurée,833,"34 rue Bonaparte, 6e"
48.851518815017_2.3436703160405,Les Deux Magots,816,6 place Saint-Germain des Prés
48.851518815017_2.3436703160405,Berthillon,953,29-31 rue Saint-Louis en l'Île
48.851518815017_2.3436703160405,Musée Curie,798,11 rue Pierre et Marie Curie
48.851518815017_2.3436703160405,Conciergerie,518,"2 boulevard du Palais, 1er"
48.851518815017_2.3436703160405,Le Grenier de Notre Dame,360,18 rue de la Bûcherie
48.851518815017_2.3436703160405,Café Panis,350,"21 quai de Montebello, 5e"
48.851518815017_2.3436703160405,Café de Flore,851,"172 boulevard Saint-Germain, 172"
48.851518815017_2.3436703160405,Le Tout,810,Cheval Blanc
48.851518815017_2.3436703160405,Le Départ,231,1 place Saint-Michel
48.851518815017_2.3436703160405,Relais de l'Entrecôte Saint Germain,865,20 Bis rue Saint Benoît
48.851518815017_2.3436703160405,Motors Coffee,896,7 rue des Halles
48.851518815017_2.3436703160405,Ralph's Restaurant,994,173 boulevard Saint Germain
48.851518815017_2.3436703160405,Marché Saint-Germain,580,"4-6 rue Lobineau, 6e"
48.851518815017_2.3436703160405,Kong,855,"1 rue du Pont Neuf, 1er"
48.851518815017_2.3436703160405,Diptyque BHV Marais,972,52 rue de Rivoli
48.851518815017_2.3436703160405,Black Dog,963,26 rue des Lombards
48.851518815017_2.3436703160405,Le Mistral,688,2 place du Châtelet
48.851518815017_2.3436703160405,Bonaparte,811,42 rue Bonaparte 75006
48.851518815017_2.3436703160405,LV Café,784,2 rue du Pont Neuf
48.851518815017_2.3436703160405,Brasserie les Deux Palais,441,3 boulevard du Palais
48.851518815017_2.3436703160405,L'Imprévu Café,987,7 rue Quincampoix
48.851518815017_2.3436703160405,Benoit,899,20 rue Saint-Martin
48.851518815017_2.3436703160405,Café Louise,888,155 boulevard Saint-Germain
48.851518815017_2.3436703160405,de la galerie d'Apollon au Louvre,1054,4 place du Louvre
48.851518815017_2.3436703160405,Paradis Latin,767,28 rue du Cardinal Lemoine
48.851518815017_2.3436703160405,Café Mabillon,617,164 boulevard Saint-Germain rue du Four
48.851518815017_2.3436703160405,Starbucks,876,11 boulevard Sebastopol
48.851518815017_2.3436703160405,Pub Saint Germain,378,"17 rue de l'Ancienne Comédie, 17"
48.851518815017_2.3436703160405,Le Zimmer,735,1 place du Châtelet
48.851518815017_2.3436703160405,Le Cercle Luxembourg,547,1 rue Gay Lussac
48.881973298352_2.301132157445,Salle Pleyel,546,252 rue du Faubourg Saint Honore 8th
48.881973298352_2.301132157445,Matsuhisa Paris,716,35-37 avenue Hoche
48.881973298352_2.301132157445,Uc-61,795,4 rue de l'Arc de Triomphe
48.881973298352_2.301132157445,Les 110 de Taillevent,689,195 rue du Faubourg Saint-Honoré
48.881973298352_2.301132157445,Brasserie Lorraine,488,2 place des Ternes
48.881973298352_2.301132157445,Executive Lounge de l'Hôtel du Collectionneur,672,51-57 rue de Courcelles
48.881973298352_2.301132157445,Bagelstein,893,8 avenue Carnot
48.881973298352_2.301132157445,Rimal,846,94 boulevard Malesherbes
48.881973298352_2.301132157445,Finzi,889,182 boulevard Haussmann
48.881973298352_2.301132157445,Le Petit Acacia,695,58 rue des Acacias
48.881973298352_2.301132157445,Starbucks,737,23 avenue de Wagram
48.881973298352_2.301132157445,Léonie,813,96 rue de Levis
48.881973298352_2.301132157445,Le Valois,843,1 place de Rio de Janeiro
48.881973298352_2.301132157445,Da Aldo,862,8 rue Saint-Ferdinand
48.881973298352_2.301132157445,Burger King,835,16 rue de Tilsitt
48.881973298352_2.301132157445,Murillo,606,59-61 rue de Courcelles
48.881973298352_2.301132157445,Café de l'Avenue,859,190 boulevard Haussmann
48.881973298352_2.301132157445,La Rucola,833,198 boulevard Malesherbes
48.881973298352_2.301132157445,Inform Café,877,25 rue des Acacias
48.881973298352_2.301132157445,Visconti,455,89 boulevard de Courcelles
48.881973298352_2.301132157445,L'Etoile 1903,835,4 avenue de Wagram
48.881973298352_2.301132157445,Café Latéral,856,4 avenue Mac Mahon
48.881973298352_2.301132157445,L'Elysee Saint Honoré,639,205 rue du Faubourg Saint-Honoré
48.881973298352_2.301132157445,The Place To,568,47 avenue de Wagram
48.881973298352_2.301132157445,Le Parthenon,672,60 rue de Courcelles
48.881973298352_2.301132157445,Le Dada,558,12 avenue des Ternes
48.881973298352_2.301132157445,Little Nonna,541,12 avenue de Niel
48.881973298352_2.301132157445,Noto Paris,532,252 bis rue du Faubourg Saint-Honoré
48.881973298352_2.301132157445,Le Franc Tireur,802,34 rue d'Armaillé
48.881973298352_2.301132157445,Les Hortensias,428,4 place du Maréchal Juin
48.881973298352_2.301132157445,Le Café de Paris,939,45 avenue de Friedland
48.881973298352_2.301132157445,Le Vin Coeur,933,4 avenue Carnot
48.881973298352_2.301132157445,Café la Belle Poule,612,215 rue du Faubourg Saint-Honoré
48.881973298352_2.301132157445,Royal Pereire,374,1 place du Maréchal Juin
48.881973298352_2.301132157445,Hippopotamus Steakhouse,542,46 avenue de Wagram
48.881973298352_2.301132157445,Sushi Parisien,974,42 rue de Berri
48.881973298352_2.301132157445,Le Village Café,990,22 rue de la Terrasse
48.881973298352_2.301132157445,Le Cristal,1020,6 avenue de la Grande Armée
48.881973298352_2.301132157445,Midoré,367,57 boulevard de Courcelles
48.881973298352_2.301132157445,La Flamme,819,6 avenue de Wagram
48.881973298352_2.301132157445,Ashiana,539,229 rue du Faubourg Saint-Honoré
48.881973298352_2.301132157445,La Comète,574,7 avenue Niel
48.881973298352_2.301132157445,McDonald's,795,11 avenue de Wagram
48.881973298352_2.301132157445,Maison Julien les Saveurs de Pierre Demours,627,13 rue Pierre Demours
48.881973298352_2.301132157445,Le Collectionneur,675,51-57 rue de Courcelles
48.881973298352_2.301132157445,Le Chalet du Collectionneur,704,Hôtel du Collectionneur
48.881973298352_2.301132157445,Beer Station,885,1 Bis avenue Mac Mahon
48.881973298352_2.301132157445,Métro-Porte de Champerret,742,145 avenue de Villiers
48.881973298352_2.301132157445,Le Bar du Sofitel,753,14 rue Beaujon
48.881973298352_2.301132157445,Il Trentasei,760,36 boulevard Pereire
48.88287775178599_2.287667370814871,Il Grano,352,212 bis boulevard Pereire
48.88287775178599_2.287667370814871,Timgad,589,21 rue Brunel
48.88287775178599_2.287667370814871,La Griotte ZAHRA,198,55 boulevard Gouvion-Saint-Cyr
48.88287775178599_2.287667370814871,L'Huîtrier,710,16 rue Saussier Leroy
48.88287775178599_2.287667370814871,Le Crabe Marteau,740,16 rue des Acacias
48.88287775178599_2.287667370814871,Mayo,315,3 place du Général Koenig Hyatt Regency Paris Etoile
48.88287775178599_2.287667370814871,Schwartz's Deli,622,22 avenue Niel
48.88287775178599_2.287667370814871,Uc-61,831,4 rue de l'Arc de Triomphe
48.88287775178599_2.287667370814871,Auberge Dab,759,161 avenue de Malakoff
48.88287775178599_2.287667370814871,The Canadian Embassy Pub,350,71 boulevard Gouvion Saint-Cyr rue Bélidor
48.88287775178599_2.287667370814871,Sormani,892,4 rue du Général Lanrezac
48.88287775178599_2.287667370814871,Phebe,715,190n rue de Courcelles
48.88287775178599_2.287667370814871,Bagelstein,934,8 avenue Carnot
48.88287775178599_2.287667370814871,Da Aldo,482,8 rue Saint-Ferdinand
48.88287775178599_2.287667370814871,Le Ballon des Ternes,300,103 avenue des Ternes
48.88287775178599_2.287667370814871,La Famiglia,370,2 rue Waldeck Rousseau
48.88287775178599_2.287667370814871,Le Petit Acacia,700,58 rue des Acacias
48.88287775178599_2.287667370814871,Léon de Bruxelles,521,"95 im, boulevard Gouvion-Saint-Cyr"
48.88287775178599_2.287667370814871,Le Grand Zino,939,97 avenue de Villiers
48.88287775178599_2.287667370814871,Palais Maillot,584,2 place de la Porte Maillot boulevard Pershing
48.88287775178599_2.287667370814871,Fuxia,562,99 boulevard Gouvion-Saint-Cyr
48.88287775178599_2.287667370814871,Le Sébillon,731,20 avenue Charles de Gaulle
48.88287775178599_2.287667370814871,Amici,398,77 bis avenue des Ternes
48.88287775178599_2.287667370814871,Dessirier,693,9 place du Maréchal Juin
48.88287775178599_2.287667370814871,Inform Café,731,25 rue des Acacias
48.88287775178599_2.287667370814871,Starbucks,990,23 avenue de Wagram
48.88287775178599_2.287667370814871,Brasserie Lorraine,986,2 place des Ternes
48.88287775178599_2.287667370814871,Starbucks,569,2 place de la Porte Maillot
48.88287775178599_2.287667370814871,Chez Ly,693,95 avenue Niel
48.88287775178599_2.287667370814871,Le Boeuf Maillot,311,99 avenue des Ternes
48.88287775178599_2.287667370814871,Le Brasier des Ternes,507,58 avenue des Ternes
48.88287775178599_2.287667370814871,Le Chalet,735,14 rue Commdt Pilot
48.88287775178599_2.287667370814871,Théâtre des Sablons,873,70 avenue du Roule
48.88287775178599_2.287667370814871,Café Latéral,993,4 avenue Mac Mahon
48.88287775178599_2.287667370814871,Le Congrès Maillot,640,80 avenue de la Grande Armée
48.88287775178599_2.287667370814871,Bistro d'Italie,900,4 rue du Général Lanrezac
48.88287775178599_2.287667370814871,Club de l'Etoile,938,14 rue Troyon
48.88287775178599_2.287667370814871,D.S Café,583,25 avenue de Niel
48.88287775178599_2.287667370814871,Visconti,991,89 boulevard de Courcelles
48.88287775178599_2.287667370814871,Le Franc Tireur,496,34 rue d'Armaillé
48.88287775178599_2.287667370814871,McDonald's,616,277 boulevard Pereire
48.88287775178599_2.287667370814871,The Place To,931,47 avenue de Wagram
48.88287775178599_2.287667370814871,Le Comptoir du Marché,795,28 rue Carnot
48.88287775178599_2.287667370814871,Le Dada,754,12 avenue des Ternes
48.88287775178599_2.287667370814871,Little Nonna,623,12 avenue de Niel
48.88287775178599_2.287667370814871,Brasserie le Saint Ferdinand,555,34 place Saint-Ferdinand
48.88287775178599_2.287667370814871,Café de la Terrasse,642,76 avenue de la Grande Armée
48.88287775178599_2.287667370814871,A l'Etoile d'Or,794,12 rue de Montenotte
48.88287775178599_2.287667370814871,Club Lounge de l'Hôtel le Méridien Étoile,410,Hôtel le Méridien Étoile
48.88287775178599_2.287667370814871,Le Vin Coeur,977,4 avenue Carnot
48.871044051984_2.3661044619878,Le Comptoir Général,163,80-82 quai de Jemmapes
48.871044051984_2.3661044619878,Du Pain et des Idées,234,"34 rue Yves Toudic, 10e"
48.871044051984_2.3661044619878,Résidence Kann Coffee Shop,340,28 rue des Vinaigriers
48.871044051984_2.3661044619878,Pâtisserie Boulangerie Liberté,402,39 rue des Vinaigriers
48.871044051984_2.3661044619878,Holybelly 5,463,19 rue Lucien Sampaix
48.871044051984_2.3661044619878,La Marine,74,55 quai de Valmy
48.871044051984_2.3661044619878,Palais des Glaces,262,37 rue du Faubourg du Temple
48.871044051984_2.3661044619878,Brussels Beer Project,155,47 bis rue Bichat
48.871044051984_2.3661044619878,Les Enfants Perdus,480,9 rue des Récollets
48.871044051984_2.3661044619878,Yann Couvreur Pâtisserie,356,137 avenue Parmentier
48.871044051984_2.3661044619878,CopperBay,654,"5 rue Bouchardon, 10e"
48.871044051984_2.3661044619878,Immersion,437,8 rue Lucien Sampaix
48.871044051984_2.3661044619878,Boulangerie Utopie,662,20 rue Jean Pierre Timbaud
48.871044051984_2.3661044619878,Umami Matcha Café,536,22 rue Béranger
48.871044051984_2.3661044619878,Bouillon République,560,39 boulevard du Temple
48.871044051984_2.3661044619878,ISTR,737,41 rue Notre Dame de Nazareth
48.871044051984_2.3661044619878,Ober Mamma,787,107 boulevard Richard Lenoir
48.871044051984_2.3661044619878,La Chocolaterie de Jacques Genin,733,"133 rue de Turenne, 3e"
48.871044051984_2.3661044619878,Chez Prune,129,36 rue Beaurepaire quai de Valmy
48.871044051984_2.3661044619878,Little Red Door,837,"60 rue Charlot, Paris"
48.871044051984_2.3661044619878,Candelaria,902,"56 rue de Saintonge, Paris"
48.871044051984_2.3661044619878,Elmer,634,30 rue Notre Dame de Nazareth
48.871044051984_2.3661044619878,Boulangerie Chambelland,893,"14 rue Ternaux, 11e"
48.871044051984_2.3661044619878,Martin Bar,473,40 bis rue René Boulanger
48.871044051984_2.3661044619878,Jah Jah By le Tricycle,984,11 rue des Petites Ecuries
48.871044051984_2.3661044619878,Marché des Enfants-Rouges,963,"39 rue de Bretagne, 3e"
48.871044051984_2.3661044619878,Song Heng,975,10 rue Volta
48.871044051984_2.3661044619878,Bon Esprit,883,310 rue Saint-Martin
48.871044051984_2.3661044619878,Café de la Poste,801,124 rue de Turenne
48.871044051984_2.3661044619878,The Broken Arm,788,"12 rue Perrée, 3e"
48.871044051984_2.3661044619878,Le Grand Bain,915,14 rue Denoyez
48.871044051984_2.3661044619878,Paris New York,899,50 rue du Faubourg Saint-Denis
48.871044051984_2.3661044619878,Season,709,1 rue Charles François Dupuis rue Dupetit-Thouars
48.871044051984_2.3661044619878,Les Enfants du Marché,959,39 rue de Bretagne
48.871044051984_2.3661044619878,The Cork and Cavan,36,"70 quai de Jemmapes, 10e"
48.871044051984_2.3661044619878,Bisou.,764,15 boulevard du Temple
48.871044051984_2.3661044619878,Musée des Arts et Métiers,961,60 rue Réaumur
48.871044051984_2.3661044619878,Aux Péchés Normands,322,9 rue du Faubourg du Temple 75010
48.871044051984_2.3661044619878,Khayma rooftop,841,9-11 place du Colonel Fabien
48.871044051984_2.3661044619878,République of Coffee,447,2 boulevard Saint-Martin
48.871044051984_2.3661044619878,Wild & The Moon,874,"55 rue Charlot, 3e"
